processo_id;acao;autor;reu
P-00355;Execução de título extrajudicial;Construtora Nova Era Ltda.;Construtora Nova Era Ltda.
P-00356;Execução Fiscal;Estado de Santa Aurora;Construtora Nova Era Ltda.
P-00357;Execução Fiscal;Instituto Nacional de Energia Renovável;Maria Oliveira
P-00358;Execução de título extrajudicial;Ricardo Almeida;Estado de Santa Aurora
P-00359;Execução de título extrajudicial;Juliana Rocha;GlobalTech Corp.
P-00360;Execução de alimentos;Estado de Santa Aurora;Construtora Nova Era Ltda.
P-00361;Busca e apreensão;Estado de Santa Aurora;Estado de Santa Aurora
P-00362;Execução Cível;AgroVale Ltda.;TechBrasil S.A.
P-00363;Inventário e partilha;AgroVale Ltda.;Prefeitura Municipal de Nova Esperança
P-00364;Execução de título extrajudicial;AgroVale Ltda.;Oficina Mecânica do Zé
P-00365;Execução Fiscal;Secretaria de Saúde de Santa Clara;Pedro Henrique Santos
P-00366;Ações hipotecárias;GlobalTech Corp.;Fernanda Costa
P-00367;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Carlos Souza
P-00368;Execução de alimentos;Ricardo Almeida;Maria Oliveira
P-00369;Execução de alimentos;Carlos Souza;Instituto Nacional de Energia Renovável
P-00370;Execução de alimentos;TechBrasil S.A.;Secretaria de Saúde de Santa Clara
P-00371;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Ana Paula Lima
P-00372;Extinção de condomínio;João da Silva;Estado de Santa Aurora
P-00373;Falência e Recuperação Judicial;Estado de Santa Aurora;AgroVale Ltda.
P-00374;Busca e apreensão;Maria Oliveira;AgroVale Ltda.
P-00375;Execução Cível;Juliana Rocha;TechBrasil S.A.
P-00376;Trabalhista;GlobalTech Corp.;Construtora Nova Era Ltda.
P-00377;Execução de título extrajudicial;Carlos Souza;Juliana Rocha
P-00378;Extinção de condomínio;Pedro Henrique Santos;Carlos Souza
P-00379;Execução de título extrajudicial;Secretaria de Saúde de Santa Clara;Maria Oliveira
P-00380;Execução de título extrajudicial;AgroVale Ltda.;Prefeitura Municipal de Nova Esperança
P-00381;Execução de alimentos;Fernanda Costa;Ricardo Almeida
P-00382;Trabalhista;Ricardo Almeida;Construtora Nova Era Ltda.
P-00383;Inventário e partilha;Estado de Santa Aurora;Prefeitura Municipal de Nova Esperança
P-00384;Extinção de condomínio;Ricardo Almeida;GlobalTech Corp.
P-00385;Trabalhista;Construtora Nova Era Ltda.;Oficina Mecânica do Zé
P-00386;Execução Fiscal;Secretaria de Saúde de Santa Clara;TechBrasil S.A.
P-00387;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Construtora Nova Era Ltda.
P-00388;Trabalhista;Carlos Souza;Juliana Rocha
P-00389;Extinção de condomínio;Fernanda Costa;João da Silva
P-00390;Ações hipotecárias;Instituto Nacional de Energia Renovável;Secretaria de Saúde de Santa Clara
P-00391;Extinção de condomínio;Ana Paula Lima;GlobalTech Corp.
P-00392;Inventário e partilha;Maria Oliveira;Maria Oliveira
P-00393;Busca e apreensão;João da Silva;Ricardo Almeida
P-00394;Execução de alimentos;Maria Oliveira;Estado de Santa Aurora
P-00395;Ações hipotecárias;Fernanda Costa;Ricardo Almeida
P-00396;Execução Cível;Construtora Nova Era Ltda.;GlobalTech Corp.
P-00397;Trabalhista;Ricardo Almeida;João da Silva
P-00398;Inventário e partilha;Secretaria de Saúde de Santa Clara;Carlos Souza
P-00399;Execução de título extrajudicial;Estado de Santa Aurora;AgroVale Ltda.
P-00400;Execução Fiscal;Secretaria de Saúde de Santa Clara;TechBrasil S.A.
P-00401;Busca e apreensão;AgroVale Ltda.;GlobalTech Corp.
P-00402;Busca e apreensão;AgroVale Ltda.;GlobalTech Corp.
P-00403;Execução Cível;Juliana Rocha;Estado de Santa Aurora
P-00404;Ações hipotecárias;Prefeitura Municipal de Nova Esperança;Fernanda Costa
P-00405;Ações hipotecárias;Estado de Santa Aurora;Prefeitura Municipal de Nova Esperança
P-00406;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Pedro Henrique Santos
P-00407;Execução de título extrajudicial;Prefeitura Municipal de Nova Esperança;Estado de Santa Aurora
P-00408;Execução de título extrajudicial;Oficina Mecânica do Zé;Construtora Nova Era Ltda.
P-00409;Execução Cível;GlobalTech Corp.;Estado de Santa Aurora
P-00410;Falência e Recuperação Judicial;Estado de Santa Aurora;Prefeitura Municipal de Nova Esperança
P-00411;Execução de título extrajudicial;Secretaria de Saúde de Santa Clara;João da Silva
P-00412;Extinção de condomínio;Juliana Rocha;AgroVale Ltda.
P-00413;Busca e apreensão;Maria Oliveira;Prefeitura Municipal de Nova Esperança
P-00414;Busca e apreensão;Juliana Rocha;Oficina Mecânica do Zé
P-00415;Execução de alimentos;Carlos Souza;Ricardo Almeida
P-00416;Ações hipotecárias;Construtora Nova Era Ltda.;Secretaria de Saúde de Santa Clara
P-00417;Execução Fiscal;Instituto Nacional de Energia Renovável;Fernanda Costa
P-00418;Inventário e partilha;Oficina Mecânica do Zé;Fernanda Costa
P-00419;Inventário e partilha;Oficina Mecânica do Zé;Ricardo Almeida
P-00420;Execução Fiscal;Instituto Nacional de Energia Renovável;Pedro Henrique Santos
P-00421;Busca e apreensão;Prefeitura Municipal de Nova Esperança;Construtora Nova Era Ltda.
P-00422;Execução de título extrajudicial;Ricardo Almeida;Instituto Nacional de Energia Renovável
P-00423;Inventário e partilha;João da Silva;Oficina Mecânica do Zé
P-00424;Busca e apreensão;Instituto Nacional de Energia Renovável;AgroVale Ltda.
P-00425;Busca e apreensão;TechBrasil S.A.;Prefeitura Municipal de Nova Esperança
P-00426;Execução de alimentos;Instituto Nacional de Energia Renovável;Maria Oliveira
P-00427;Inventário e partilha;Ana Paula Lima;Pedro Henrique Santos
P-00428;Ações hipotecárias;João da Silva;Carlos Souza
P-00429;Trabalhista;Maria Oliveira;Secretaria de Saúde de Santa Clara
P-00430;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Ana Paula Lima
P-00431;Trabalhista;Prefeitura Municipal de Nova Esperança;Construtora Nova Era Ltda.
P-00432;Trabalhista;Carlos Souza;Estado de Santa Aurora
P-00433;Trabalhista;Secretaria de Saúde de Santa Clara;Secretaria de Saúde de Santa Clara
P-00434;Execução de título extrajudicial;Carlos Souza;Estado de Santa Aurora
P-00435;Execução de título extrajudicial;Carlos Souza;Oficina Mecânica do Zé
P-00436;Ações hipotecárias;Oficina Mecânica do Zé;Construtora Nova Era Ltda.
P-00437;Execução de título extrajudicial;Construtora Nova Era Ltda.;Carlos Souza
P-00438;Execução de alimentos;GlobalTech Corp.;Prefeitura Municipal de Nova Esperança
P-00439;Execução de alimentos;Juliana Rocha;Juliana Rocha
P-00440;Extinção de condomínio;Maria Oliveira;TechBrasil S.A.
P-00441;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Oficina Mecânica do Zé
P-00442;Inventário e partilha;TechBrasil S.A.;João da Silva
P-00443;Inventário e partilha;Oficina Mecânica do Zé;Fernanda Costa
P-00444;Ações hipotecárias;Fernanda Costa;Construtora Nova Era Ltda.
P-00445;Execução Cível;Secretaria de Saúde de Santa Clara;Construtora Nova Era Ltda.
P-00446;Inventário e partilha;AgroVale Ltda.;Oficina Mecânica do Zé
P-00447;Execução Cível;Pedro Henrique Santos;João da Silva
P-00448;Inventário e partilha;GlobalTech Corp.;Instituto Nacional de Energia Renovável
P-00449;Busca e apreensão;Construtora Nova Era Ltda.;Ricardo Almeida
P-00450;Busca e apreensão;TechBrasil S.A.;Carlos Souza
P-00451;Execução de alimentos;AgroVale Ltda.;Maria Oliveira
P-00452;Execução Fiscal;Secretaria de Saúde de Santa Clara;TechBrasil S.A.
P-00453;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;João da Silva
P-00454;Falência e Recuperação Judicial;Estado de Santa Aurora;Carlos Souza
P-00455;Execução Fiscal;Secretaria de Saúde de Santa Clara;Oficina Mecânica do Zé
P-00456;Execução de alimentos;Pedro Henrique Santos;Ana Paula Lima
P-00457;Execução Cível;Secretaria de Saúde de Santa Clara;AgroVale Ltda.
P-00458;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Construtora Nova Era Ltda.
P-00459;Extinção de condomínio;Ana Paula Lima;GlobalTech Corp.
P-00460;Ações hipotecárias;Oficina Mecânica do Zé;Secretaria de Saúde de Santa Clara
P-00461;Execução de alimentos;TechBrasil S.A.;GlobalTech Corp.
P-00462;Busca e apreensão;Maria Oliveira;Secretaria de Saúde de Santa Clara
P-00463;Execução Cível;AgroVale Ltda.;Carlos Souza
P-00464;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Pedro Henrique Santos
P-00465;Extinção de condomínio;João da Silva;Oficina Mecânica do Zé
P-00466;Execução Fiscal;Instituto Nacional de Energia Renovável;Oficina Mecânica do Zé
P-00467;Ações hipotecárias;GlobalTech Corp.;GlobalTech Corp.
P-00468;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Secretaria de Saúde de Santa Clara
P-00469;Execução Cível;Carlos Souza;Ana Paula Lima
P-00470;Busca e apreensão;Oficina Mecânica do Zé;Carlos Souza
P-00471;Execução Fiscal;Estado de Santa Aurora;Prefeitura Municipal de Nova Esperança
P-00472;Busca e apreensão;João da Silva;Ana Paula Lima
P-00473;Busca e apreensão;Prefeitura Municipal de Nova Esperança;João da Silva
P-00474;Execução Fiscal;Instituto Nacional de Energia Renovável;Maria Oliveira
P-00475;Execução Cível;TechBrasil S.A.;Ricardo Almeida
P-00476;Extinção de condomínio;Juliana Rocha;Maria Oliveira
P-00477;Execução de alimentos;Instituto Nacional de Energia Renovável;Ana Paula Lima
P-00478;Execução Fiscal;Estado de Santa Aurora;AgroVale Ltda.
P-00479;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Ricardo Almeida
P-00480;Execução Fiscal;Estado de Santa Aurora;Secretaria de Saúde de Santa Clara
P-00481;Ações hipotecárias;AgroVale Ltda.;Ana Paula Lima
P-00482;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Prefeitura Municipal de Nova Esperança
P-00483;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Juliana Rocha
P-00484;Busca e apreensão;Maria Oliveira;João da Silva
P-00485;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;AgroVale Ltda.
P-00486;Trabalhista;Instituto Nacional de Energia Renovável;Maria Oliveira
P-00487;Execução Fiscal;Estado de Santa Aurora;Estado de Santa Aurora
P-00488;Inventário e partilha;Estado de Santa Aurora;Secretaria de Saúde de Santa Clara
P-00489;Execução de alimentos;Oficina Mecânica do Zé;Ricardo Almeida
P-00490;Execução Fiscal;Prefeitura Municipal de Nova Esperança;GlobalTech Corp.
P-00491;Extinção de condomínio;GlobalTech Corp.;Prefeitura Municipal de Nova Esperança
P-00492;Execução Cível;Secretaria de Saúde de Santa Clara;Carlos Souza
P-00493;Trabalhista;Ana Paula Lima;Carlos Souza
P-00494;Execução de alimentos;Fernanda Costa;Pedro Henrique Santos
P-00495;Execução Fiscal;Estado de Santa Aurora;Instituto Nacional de Energia Renovável
P-00496;Trabalhista;Estado de Santa Aurora;AgroVale Ltda.
P-00497;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Carlos Souza
P-00498;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Maria Oliveira
P-00499;Execução de título extrajudicial;Instituto Nacional de Energia Renovável;Juliana Rocha
P-00500;Execução Cível;Fernanda Costa;Prefeitura Municipal de Nova Esperança
P-00501;Execução Fiscal;Instituto Nacional de Energia Renovável;GlobalTech Corp.
P-00502;Inventário e partilha;Oficina Mecânica do Zé;Oficina Mecânica do Zé
P-00503;Execução Fiscal;Estado de Santa Aurora;Ana Paula Lima
P-00504;Extinção de condomínio;Juliana Rocha;Fernanda Costa
P-00505;Inventário e partilha;Ana Paula Lima;Construtora Nova Era Ltda.
P-00506;Busca e apreensão;GlobalTech Corp.;Ricardo Almeida
P-00507;Execução de título extrajudicial;Ricardo Almeida;Carlos Souza
P-00508;Execução de alimentos;AgroVale Ltda.;AgroVale Ltda.
P-00509;Ações hipotecárias;Maria Oliveira;Maria Oliveira
P-00510;Inventário e partilha;GlobalTech Corp.;Ricardo Almeida
P-00511;Trabalhista;AgroVale Ltda.;Fernanda Costa
P-00512;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Secretaria de Saúde de Santa Clara
P-00513;Falência e Recuperação Judicial;Estado de Santa Aurora;GlobalTech Corp.
P-00514;Execução Fiscal;Estado de Santa Aurora;Fernanda Costa
P-00515;Execução de alimentos;Construtora Nova Era Ltda.;João da Silva
P-00516;Execução Fiscal;Secretaria de Saúde de Santa Clara;Ricardo Almeida
P-00517;Execução Fiscal;Secretaria de Saúde de Santa Clara;TechBrasil S.A.
P-00518;Busca e apreensão;Estado de Santa Aurora;Instituto Nacional de Energia Renovável
P-00519;Execução de título extrajudicial;Juliana Rocha;Secretaria de Saúde de Santa Clara
P-00520;Busca e apreensão;Construtora Nova Era Ltda.;Oficina Mecânica do Zé
P-00521;Ações hipotecárias;Maria Oliveira;Ricardo Almeida
P-00522;Execução Fiscal;Estado de Santa Aurora;Carlos Souza
P-00523;Ações hipotecárias;TechBrasil S.A.;Estado de Santa Aurora
P-00524;Ações hipotecárias;Prefeitura Municipal de Nova Esperança;Instituto Nacional de Energia Renovável
P-00525;Extinção de condomínio;TechBrasil S.A.;João da Silva
P-00526;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Carlos Souza
P-00527;Execução de alimentos;Prefeitura Municipal de Nova Esperança;Maria Oliveira
P-00528;Trabalhista;TechBrasil S.A.;Secretaria de Saúde de Santa Clara
P-00529;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Maria Oliveira
P-00530;Inventário e partilha;AgroVale Ltda.;Oficina Mecânica do Zé
P-00531;Extinção de condomínio;TechBrasil S.A.;GlobalTech Corp.
P-00532;Busca e apreensão;Instituto Nacional de Energia Renovável;João da Silva
P-00533;Ações hipotecárias;Carlos Souza;GlobalTech Corp.
P-00534;Extinção de condomínio;GlobalTech Corp.;TechBrasil S.A.
P-00535;Execução Fiscal;Secretaria de Saúde de Santa Clara;Prefeitura Municipal de Nova Esperança
P-00536;Trabalhista;Prefeitura Municipal de Nova Esperança;Pedro Henrique Santos
P-00537;Execução Cível;GlobalTech Corp.;Construtora Nova Era Ltda.
P-00538;Trabalhista;Estado de Santa Aurora;Estado de Santa Aurora
P-00539;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;TechBrasil S.A.
P-00540;Extinção de condomínio;AgroVale Ltda.;Ricardo Almeida
P-00541;Execução Cível;AgroVale Ltda.;Pedro Henrique Santos
P-00542;Trabalhista;Prefeitura Municipal de Nova Esperança;Maria Oliveira
P-00543;Ações hipotecárias;AgroVale Ltda.;Construtora Nova Era Ltda.
P-00544;Execução de alimentos;Oficina Mecânica do Zé;Fernanda Costa
P-00545;Falência e Recuperação Judicial;Estado de Santa Aurora;Construtora Nova Era Ltda.
P-00546;Execução de título extrajudicial;Estado de Santa Aurora;Oficina Mecânica do Zé
P-00547;Inventário e partilha;Ana Paula Lima;Ricardo Almeida
P-00548;Trabalhista;Fernanda Costa;Maria Oliveira
P-00549;Execução de título extrajudicial;Estado de Santa Aurora;Juliana Rocha
P-00550;Execução Cível;Construtora Nova Era Ltda.;João da Silva
P-00551;Falência e Recuperação Judicial;Estado de Santa Aurora;Ana Paula Lima
P-00552;Execução Fiscal;Instituto Nacional de Energia Renovável;Estado de Santa Aurora
P-00553;Trabalhista;Juliana Rocha;Ricardo Almeida
P-00554;Extinção de condomínio;Ricardo Almeida;Maria Oliveira
P-00555;Ações hipotecárias;GlobalTech Corp.;TechBrasil S.A.
P-00556;Execução de título extrajudicial;Pedro Henrique Santos;João da Silva
P-00557;Extinção de condomínio;João da Silva;Prefeitura Municipal de Nova Esperança
P-00558;Execução Fiscal;Instituto Nacional de Energia Renovável;Oficina Mecânica do Zé
P-00559;Trabalhista;João da Silva;Juliana Rocha
P-00560;Execução Cível;Pedro Henrique Santos;Instituto Nacional de Energia Renovável
P-00561;Execução de alimentos;Construtora Nova Era Ltda.;Ana Paula Lima
P-00562;Busca e apreensão;João da Silva;Ricardo Almeida
P-00563;Execução de alimentos;AgroVale Ltda.;Prefeitura Municipal de Nova Esperança
P-00564;Extinção de condomínio;Secretaria de Saúde de Santa Clara;Fernanda Costa
P-00565;Ações hipotecárias;Instituto Nacional de Energia Renovável;Fernanda Costa
P-00566;Extinção de condomínio;Secretaria de Saúde de Santa Clara;Prefeitura Municipal de Nova Esperança
P-00567;Execução Cível;Construtora Nova Era Ltda.;João da Silva
P-00568;Execução de alimentos;Pedro Henrique Santos;Ana Paula Lima
P-00569;Trabalhista;Prefeitura Municipal de Nova Esperança;Pedro Henrique Santos
P-00570;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Prefeitura Municipal de Nova Esperança
P-00571;Execução de alimentos;Ana Paula Lima;Carlos Souza
P-00572;Execução Fiscal;Secretaria de Saúde de Santa Clara;Juliana Rocha
P-00573;Execução de alimentos;Prefeitura Municipal de Nova Esperança;Pedro Henrique Santos
P-00574;Extinção de condomínio;Estado de Santa Aurora;Prefeitura Municipal de Nova Esperança
P-00575;Execução de alimentos;João da Silva;Fernanda Costa
P-00576;Extinção de condomínio;Maria Oliveira;Ana Paula Lima
P-00577;Trabalhista;Carlos Souza;Prefeitura Municipal de Nova Esperança
P-00578;Execução Fiscal;Instituto Nacional de Energia Renovável;Ana Paula Lima
P-00579;Busca e apreensão;Prefeitura Municipal de Nova Esperança;Carlos Souza
P-00580;Execução de alimentos;Ana Paula Lima;Instituto Nacional de Energia Renovável
